ATM_ID,Date,Total_Withdrawals,Total_Deposits,Holiday_Flag,Special_Event_Flag,Previous_Day_Cash_Level,Nearby_Competitor_ATMs,Cash_Demand_Next_Day,Year,Month,Day,Quarter,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday,Time_of_Day_Evening,Time_of_Day_Morning,Time_of_Day_Night,Location_Type_Gas Station,Location_Type_Mall,Location_Type_Standalone,Location_Type_Supermarket,Weather_Condition_Cloudy,Weather_Condition_Rainy,Weather_Condition_Snowy
ATM_0035,2022-01-23,26036,12480,0,0,89293,5,18232,2022,1,23,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
ATM_0029,2022-01-09,62232,9759,0,0,96336,1,49799,2022,1,9,1,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
ATM_0022,2023-03-07,44649,10226,0,1,101023,5,39576,2023,3,7,1,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
ATM_0003,2022-12-05,54844,9694,0,0,110004,0,42817,2022,12,5,4,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
ATM_0035,2023-04-27,41995,18560,0,0,65047,3,30839,2023,4,27,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
ATM_0001,2022-05-05,38066,12121,0,0,125590,1,27375,2022,5,5,2,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
ATM_0048,2022-02-04,16747,5171,0,0,132583,4,11292,2022,2,4,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
ATM_0043,2022-08-02,41273,4130,0,0,96041,2,37121,2022,8,2,3,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
ATM_0011,2023-10-07,81018,17487,0,0,137154,3,57178,2023,10,7,4,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
ATM_0041,2022-11-02,81437,17972,0,0,113578,0,53795,2022,11,2,4,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
ATM_0016,2023-10-11,37813,11654,0,0,129020,4,24324,2023,10,11,4,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
ATM_0008,2023-02-10,70647,11565,0,1,113741,5,70760,2023,2,10,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
ATM_0039,2022-06-08,71998,7342,0,0,68642,0,69300,2022,6,8,2,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False
ATM_0044,2023-09-26,22398,9838,0,0,112810,5,12241,2023,9,26,3,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
ATM_0035,2022-04-20,51846,11163,0,0,84864,3,45038,2022,4,20,2,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
ATM_0047,2022-07-17,64375,10258,0,0,104581,2,66243,2022,7,17,3,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
ATM_0003,2023-05-12,66114,8512,0,0,126239,1,64579,2023,5,12,2,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
ATM_0037,2022-07-11,30949,11434,0,0,83360,4,20346,2022,7,11,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
ATM_0036,2022-06-14,40425,20623,0,0,126626,2,22579,2022,6,14,2,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
ATM_0035,2023-01-11,51068,3532,0,0,86086,5,45831,2023,1,11,1,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
ATM_0012,2022-01-20,36228,15341,0,0,112082,5,34674,2022,1,20,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
ATM_0035,2023-02-01,84554,2602,0,0,125184,4,96558,2023,2,1,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
ATM_0019,2022-11-27,67196,5133,0,0,120142,0,74710,2022,11,27,4,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
ATM_0009,2022-07-02,55042,8862,0,0,83521,0,38836,2022,7,2,3,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
ATM_0003,2023-08-08,39213,20249,0,0,100013,0,17320,2023,8,8,3,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
ATM_0024,2022-08-15,38302,15409,0,1,73008,5,39924,2022,8,15,3,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
ATM_0032,2022-03-23,43771,9104,0,0,107916,2,40668,2022,3,23,1,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
ATM_0046,2022-03-01,35212,8579,0,0,123895,2,31092,2022,3,1,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
ATM_0005,2022-08-10,63419,108,0,0,100938,1,61490,2022,8,10,3,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
ATM_0013,2023-06-23,37485,13820,0,0,69143,4,20643,2023,6,23,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
ATM_0048,2023-07-26,40508,8820,0,0,114883,5,36213,2023,7,26,3,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
ATM_0030,2023-12-21,44913,11850,0,0,97525,4,35730,2023,12,21,4,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
ATM_0026,2023-06-01,56867,5050,0,0,99299,2,47821,2023,6,1,2,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
ATM_0021,2023-07-18,53879,11063,0,0,115657,5,51816,2023,7,18,3,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
ATM_0021,2023-09-16,43533,12223,0,0,83486,4,40999,2023,9,16,3,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
ATM_0048,2022-09-18,50107,0,0,0,103209,0,42489,2022,9,18,3,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
ATM_0047,2022-02-05,83187,11866,0,0,106247,2,59534,2022,2,5,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
ATM_0001,2022-11-04,67891,3710,0,0,114627,5,77560,2022,11,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ATM_0018,2023-07-21,58856,15147,0,0,117446,1,53555,2023,7,21,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
ATM_0009,2022-09-29,49029,10364,0,0,101463,2,38966,2022,9,29,3,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
ATM_0006,2023-08-08,47746,4402,0,1,92129,5,57762,2023,8,8,3,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
ATM_0021,2023-05-10,59046,5747,0,0,149703,4,52867,2023,5,10,2,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
ATM_0042,2022-11-04,53971,12666,0,0,116789,2,33806,2022,11,4,4,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
ATM_0023,2023-03-21,68272,15286,0,0,117443,5,65923,2023,3,21,1,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
ATM_0042,2023-09-09,45273,14665,0,0,95545,2,22691,2023,9,9,3,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
ATM_0035,2023-08-02,65977,17263,0,0,81673,1,66437,2023,8,2,3,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
ATM_0004,2023-11-21,37446,7377,0,0,127044,1,28314,2023,11,21,4,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
ATM_0028,2022-10-24,56361,10197,0,0,71281,3,45093,2022,10,24,4,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ATM_0037,2022-02-20,30262,15063,0,0,96836,5,18973,2022,2,20,1,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
ATM_0009,2022-05-19,47278,9468,0,0,119911,5,38940,2022,5,19,2,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
ATM_0037,2022-07-20,75547,6889,0,0,111654,2,79545,2022,7,20,3,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
ATM_0044,2023-08-13,32004,0,0,0,117160,2,32168,2023,8,13,3,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
ATM_0023,2022-07-15,37577,13965,0,0,97558,2,27882,2022,7,15,3,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
ATM_0011,2022-12-25,44441,3259,1,0,85706,1,40952,2022,12,25,4,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
ATM_0013,2023-12-03,57819,11608,0,0,103361,0,49716,2023,12,3,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
ATM_0048,2022-02-25,17344,10892,0,1,128577,0,19813,2022,2,25,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATM_0022,2023-12-12,27888,16264,0,0,91035,2,14372,2023,12,12,4,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
ATM_0014,2023-07-05,51551,20210,0,0,105547,4,31127,2023,7,5,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
ATM_0031,2023-09-30,49665,5934,0,0,116465,2,44517,2023,9,30,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ATM_0011,2022-03-03,35369,16517,0,0,113294,0,17975,2022,3,3,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
ATM_0030,2023-11-02,41706,6089,0,0,84805,5,30888,2023,11,2,4,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
ATM_0043,2023-01-04,23433,12357,0,0,63377,1,15184,2023,1,4,1,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
ATM_0025,2023-06-05,31573,0,0,0,98278,1,26607,2023,6,5,2,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
ATM_0013,2023-05-28,47745,8366,0,1,79148,0,40874,2023,5,28,2,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
ATM_0016,2023-06-27,32416,11581,0,0,82295,0,21339,2023,6,27,2,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
ATM_0023,2023-12-02,52715,16516,0,0,111723,4,30421,2023,12,2,4,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
ATM_0018,2022-03-05,43813,10039,0,0,93487,4,38823,2022,3,5,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
ATM_0018,2022-08-19,47534,11060,0,0,80132,0,37491,2022,8,19,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
ATM_0047,2023-01-27,34761,3913,0,0,103189,3,35135,2023,1,27,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
ATM_0020,2023-09-12,50520,157,0,0,113099,5,53370,2023,9,12,3,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
ATM_0009,2023-08-18,62161,5717,0,0,101953,3,55071,2023,8,18,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ATM_0050,2022-05-29,44257,9381,0,0,92046,1,46831,2022,5,29,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
ATM_0021,2022-05-30,32239,8000,0,0,105385,3,32918,2022,5,30,2,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
ATM_0020,2023-03-30,39948,15858,0,0,76476,1,18924,2023,3,30,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
ATM_0012,2022-01-27,57313,15909,0,0,109618,4,36815,2022,1,27,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
ATM_0015,2022-08-25,65541,2885,0,0,80597,1,65452,2022,8,25,3,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
ATM_0033,2023-09-12,44036,5159,0,0,93793,3,35501,2023,9,12,3,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
ATM_0031,2022-05-21,64683,3141,0,0,132175,0,58260,2022,5,21,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ATM_0018,2023-02-27,62423,9250,0,0,71336,1,64478,2023,2,27,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ATM_0029,2023-09-24,69440,4464,0,0,92689,3,69720,2023,9,24,3,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
ATM_0026,2022-02-12,47730,6380,0,0,96092,4,36853,2022,2,12,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
ATM_0007,2023-04-08,49894,8921,0,0,92562,4,53215,2023,4,8,2,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
ATM_0035,2023-02-10,39073,11597,0,0,133072,1,36071,2023,2,10,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
ATM_0019,2023-03-27,29146,10788,0,0,78052,3,24953,2023,3,27,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
ATM_0011,2023-03-09,27846,14750,0,1,104860,3,20558,2023,3,9,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
ATM_0042,2023-04-08,27009,9018,0,0,106034,3,20133,2023,4,8,2,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
ATM_0027,2022-11-28,52633,9679,0,0,110725,3,45861,2022,11,28,4,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
ATM_0006,2022-09-14,52145,14248,0,0,113857,0,38632,2022,9,14,3,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
ATM_0008,2023-12-25,58738,8034,1,0,120032,5,62847,2023,12,25,4,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
ATM_0033,2023-09-19,70901,13552,0,0,108586,1,60801,2023,9,19,3,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
ATM_0022,2023-08-03,55694,18345,0,0,81148,5,38545,2023,8,3,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
ATM_0004,2023-03-06,69881,2965,0,0,111718,2,69373,2023,3,6,1,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
ATM_0041,2022-07-05,38948,15047,0,1,83101,4,36528,2022,7,5,3,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
ATM_0049,2022-09-17,48688,12741,0,0,118991,4,38299,2022,9,17,3,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
ATM_0001,2023-09-15,49108,8267,0,0,67768,3,36726,2023,9,15,3,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
ATM_0027,2023-03-29,64404,12312,0,0,76412,4,60429,2023,3,29,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
ATM_0018,2023-09-27,52583,14437,0,0,115216,5,51223,2023,9,27,3,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
ATM_0023,2022-02-07,68742,3336,0,0,93011,2,74759,2022,2,7,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
ATM_0006,2022-02-20,38411,7015,0,1,52193,5,46158,2022,2,20,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
ATM_0019,2023-09-18,58064,12140,0,0,94400,0,39935,2023,9,18,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
ATM_0006,2022-11-03,30814,20920,0,0,111410,3,14398,2022,11,3,4,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
ATM_0036,2022-03-08,48605,8802,0,0,122336,2,45533,2022,3,8,1,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
ATM_0034,2023-02-28,52796,10246,0,0,115376,4,42310,2023,2,28,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
ATM_0047,2023-10-07,40876,11815,0,0,106222,3,32473,2023,10,7,4,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
ATM_0039,2022-11-21,21655,8014,0,0,77954,1,14777,2022,11,21,4,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
ATM_0040,2023-07-31,55335,10957,0,0,110124,3,39387,2023,7,31,3,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
ATM_0012,2023-09-17,71709,16812,0,1,132812,0,65566,2023,9,17,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
ATM_0002,2023-04-22,53643,0,0,0,111062,3,46900,2023,4,22,2,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
ATM_0003,2022-12-08,41776,19617,0,0,84507,0,28212,2022,12,8,4,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
ATM_0041,2022-07-26,20367,13755,0,0,58698,2,15168,2022,7,26,3,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
ATM_0033,2023-07-18,50426,0,0,0,93594,2,58908,2023,7,18,3,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
ATM_0026,2023-08-06,74650,11803,0,0,82730,5,79799,2023,8,6,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
ATM_0031,2023-05-01,49531,3165,0,0,111851,4,46942,2023,5,1,2,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
ATM_0022,2023-04-19,42675,13166,0,0,100452,4,40271,2023,4,19,2,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
ATM_0047,2023-11-26,28916,5075,0,0,103973,4,20883,2023,11,26,4,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
ATM_0044,2022-12-06,48813,7104,0,1,90383,0,50590,2022,12,6,4,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
ATM_0022,2023-01-20,60442,20849,0,0,71526,4,48266,2023,1,20,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
ATM_0008,2022-11-12,39820,8408,0,0,84376,3,35800,2022,11,12,4,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
ATM_0016,2023-01-16,46102,17992,0,0,116042,1,27470,2023,1,16,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
ATM_0008,2023-01-19,32732,0,0,1,83812,4,37349,2023,1,19,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
ATM_0002,2023-05-10,64350,9888,0,0,86222,5,67013,2023,5,10,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
ATM_0034,2022-11-14,25761,11498,0,0,118648,4,17662,2022,11,14,4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ATM_0044,2022-05-16,43773,9478,0,0,107866,0,40463,2022,5,16,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ATM_0020,2022-02-15,56904,10974,0,0,79606,0,49072,2022,2,15,1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
ATM_0034,2023-11-06,53095,14809,0,0,95259,5,42189,2023,11,6,4,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
ATM_0014,2022-11-25,35736,11592,0,0,80166,3,31376,2022,11,25,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ATM_0043,2022-05-01,40506,4053,0,0,121079,0,31827,2022,5,1,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
ATM_0040,2023-07-28,26936,9275,0,0,91081,2,18252,2023,7,28,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
ATM_0010,2023-12-23,51697,8058,0,0,93887,2,38438,2023,12,23,4,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
ATM_0040,2022-12-13,75180,441,0,0,126223,5,86525,2022,12,13,4,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
ATM_0004,2022-04-19,46635,14297,0,0,101596,1,31466,2022,4,19,2,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
ATM_0046,2023-09-03,33520,17102,0,0,97730,1,16726,2023,9,3,3,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
ATM_0046,2023-11-18,53323,12977,0,0,88202,5,51508,2023,11,18,4,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
ATM_0030,2022-04-10,27496,6105,0,0,127021,3,28534,2022,4,10,2,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
ATM_0015,2022-08-18,63292,8528,0,0,127131,3,67613,2022,8,18,3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
ATM_0012,2023-12-18,67190,6113,0,0,131175,0,60374,2023,12,18,4,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
ATM_0031,2022-04-26,27043,8786,0,0,62199,2,17500,2022,4,26,2,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
ATM_0050,2022-12-23,40885,9313,0,0,119155,2,27749,2022,12,23,4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
ATM_0036,2023-10-28,53114,5596,0,0,135974,4,53439,2023,10,28,4,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
ATM_0027,2022-09-02,46354,10011,0,0,121407,3,30946,2022,9,2,3,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
ATM_0005,2022-12-15,69078,9720,0,0,106759,4,59849,2022,12,15,4,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
ATM_0022,2023-07-12,59283,18191,0,0,107626,5,44843,2023,7,12,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ATM_0046,2023-08-11,54674,11941,0,0,98103,2,52518,2023,8,11,3,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
ATM_0036,2022-04-10,49093,15638,0,0,101722,0,32784,2022,4,10,2,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
ATM_0039,2022-04-22,38796,12632,0,0,90451,0,33030,2022,4,22,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
ATM_0014,2022-05-23,50192,12399,0,0,94627,4,49286,2022,5,23,2,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
ATM_0019,2023-02-04,22454,8513,0,0,95072,2,13061,2023,2,4,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
ATM_0037,2023-11-27,26857,9196,0,0,90316,0,25407,2023,11,27,4,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
ATM_0038,2022-01-09,35506,9953,0,0,106139,2,21538,2022,1,9,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
ATM_0036,2022-02-24,77201,8285,0,0,105566,0,65557,2022,2,24,1,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
ATM_0019,2022-02-01,42361,7606,0,0,107189,5,35706,2022,2,1,1,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
ATM_0021,2023-12-30,43750,9684,0,0,107915,5,35139,2023,12,30,4,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False
ATM_0012,2023-05-02,53953,0,0,0,90082,3,62314,2023,5,2,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
ATM_0010,2022-10-23,66459,2171,0,0,39847,1,58449,2022,10,23,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ATM_0047,2023-05-14,58567,11218,0,0,78195,3,46298,2023,5,14,2,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
ATM_0045,2023-09-11,51658,6868,0,0,109881,4,42153,2023,9,11,3,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
ATM_0029,2023-01-29,7180,8718,0,0,89239,4,42,2023,1,29,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
ATM_0032,2022-08-31,61967,703,0,1,100909,0,56483,2022,8,31,3,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True
ATM_0003,2023-08-05,58375,19283,0,0,90364,5,44580,2023,8,5,3,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
ATM_0006,2022-05-26,54866,980,0,0,52160,1,46636,2022,5,26,2,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
ATM_0031,2023-10-08,62671,9972,0,0,123570,4,59140,2023,10,8,4,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
ATM_0004,2022-12-18,78032,12098,0,0,105531,4,73214,2022,12,18,4,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
ATM_0047,2022-12-06,50128,6945,0,1,110089,2,50135,2022,12,6,4,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
ATM_0011,2022-02-06,71526,8263,0,0,129065,4,68169,2022,2,6,1,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
ATM_0011,2023-08-10,48826,7050,0,0,113973,2,38139,2023,8,10,3,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
ATM_0032,2022-03-26,52464,20981,0,0,109859,2,34409,2022,3,26,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATM_0009,2023-09-23,49137,11047,0,0,78167,5,47625,2023,9,23,3,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
ATM_0008,2023-09-11,37459,17122,0,0,98165,2,19894,2023,9,11,3,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
ATM_0012,2022-09-25,36683,13797,0,0,94164,2,33572,2022,9,25,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
ATM_0006,2022-05-29,54363,22,0,0,77575,3,59493,2022,5,29,2,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
ATM_0016,2023-11-08,63941,9339,0,0,89525,0,54050,2023,11,8,4,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
ATM_0042,2022-09-28,19673,9493,0,0,88031,3,16712,2022,9,28,3,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
ATM_0020,2023-05-03,35501,20465,0,0,69762,3,29659,2023,5,3,2,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
ATM_0017,2022-05-29,67390,14865,0,0,84418,3,64248,2022,5,29,2,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
ATM_0044,2022-11-20,53048,17545,0,1,112112,3,37759,2022,11,20,4,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
ATM_0040,2023-10-30,27739,8957,0,0,124132,2,23194,2023,10,30,4,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
ATM_0042,2023-08-22,27092,5076,0,0,84149,5,20406,2023,8,22,3,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False
ATM_0044,2023-08-26,35388,13517,0,0,73852,2,28921,2023,8,26,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
ATM_0036,2022-01-11,26031,6849,0,0,114639,4,17023,2022,1,11,1,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
ATM_0007,2023-12-03,50665,1271,0,0,109894,2,56789,2023,12,3,4,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
ATM_0013,2022-02-04,55751,4362,0,0,122558,4,42247,2022,2,4,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
ATM_0041,2022-05-05,49701,9463,0,0,124405,3,48823,2022,5,5,2,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
ATM_0043,2023-10-26,33849,7022,0,0,118010,2,27058,2023,10,26,4,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
ATM_0030,2023-11-08,60220,4231,0,1,115094,3,55236,2023,11,8,4,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True
ATM_0045,2023-11-15,52991,1694,0,0,110065,2,51319,2023,11,15,4,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
ATM_0050,2022-03-05,64117,10959,0,0,138966,2,58837,2022,3,5,1,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
ATM_0017,2022-07-02,65376,9763,0,0,68356,4,54644,2022,7,2,3,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False
