ATM_ID,Predicted_Demand,Current_Cash_Level,Required_Cash,Recommended_Refill,Risk_Level,Priority_Rank
ATM_0003,70474.0,32052,81045.0,48993.0,Medium Risk,389.0
ATM_0044,59789.0,15461,68757.0,53296.0,High Risk,315.0
ATM_0050,24149.0,51027,27771.0,0.0,Low Risk,3952.5
ATM_0011,30136.0,39430,34656.0,0.0,Low Risk,3952.5
ATM_0046,32088.0,73594,36901.0,0.0,Low Risk,3952.5
ATM_0018,32035.0,67121,36840.0,0.0,Low Risk,3952.5
ATM_0003,29466.0,66765,38305.0,0.0,Low Risk,3952.5
ATM_0042,37172.0,41966,42748.0,782.0,Low Risk,2200.0
ATM_0039,64614.0,54521,83999.0,29478.0,Medium Risk,882.0
ATM_0009,46758.0,54012,60785.0,6773.0,Low Risk,1886.0
ATM_0015,12799.0,84613,16639.0,0.0,Low Risk,3952.5
ATM_0048,56433.0,22173,64898.0,42725.0,Medium Risk,509.0
ATM_0015,69021.0,38726,79374.0,40648.0,Medium Risk,554.0
ATM_0029,31798.0,57280,36567.0,0.0,Low Risk,3952.5
ATM_0032,47077.0,52682,54139.0,1457.0,Low Risk,2161.5
ATM_0037,25297.0,77163,29092.0,0.0,Low Risk,3952.5
ATM_0026,66753.0,27409,76766.0,49357.0,Medium Risk,378.0
ATM_0030,18407.0,105222,21168.0,0.0,Low Risk,3952.5
ATM_0049,10422.0,84712,11985.0,0.0,Low Risk,3952.5
ATM_0049,58119.0,28768,66837.0,38069.0,Medium Risk,608.0
ATM_0010,44008.0,120951,57211.0,0.0,Low Risk,3952.5
ATM_0048,39489.0,68767,45412.0,0.0,Low Risk,3952.5
ATM_0020,43385.0,48191,49893.0,1702.0,Low Risk,2146.0
ATM_0035,45980.0,54801,52877.0,0.0,Low Risk,3952.5
ATM_0033,74443.0,64123,96776.0,32653.0,Medium Risk,796.0
ATM_0028,37081.0,28402,42643.0,14241.0,Low Risk,1526.0
ATM_0025,40005.0,35711,46006.0,10295.0,Low Risk,1722.0
ATM_0007,34782.0,67053,40000.0,0.0,Low Risk,3952.5
ATM_0006,52960.0,38563,60905.0,22342.0,Medium Risk,1161.0
ATM_0012,38022.0,72418,43725.0,0.0,Low Risk,3952.5
ATM_0019,68283.0,53628,88768.0,35140.0,Medium Risk,691.0
ATM_0046,32720.0,98614,37628.0,0.0,Low Risk,3952.5
ATM_0010,46275.0,73246,53216.0,0.0,Low Risk,3952.5
ATM_0028,54287.0,31764,62430.0,30666.0,Medium Risk,846.0
ATM_0050,79709.0,10006,91665.0,81659.0,High Risk,38.0
ATM_0027,42268.0,38517,48608.0,10091.0,Low Risk,1737.0
ATM_0027,23810.0,87820,27381.0,0.0,Low Risk,3952.5
ATM_0006,33463.0,48229,38483.0,0.0,Low Risk,3952.5
ATM_0006,55924.0,55650,64312.0,8662.0,Low Risk,1804.0
ATM_0036,20389.0,81038,23448.0,0.0,Low Risk,3952.5
ATM_0050,55712.0,68478,64068.0,0.0,Low Risk,3952.5
ATM_0014,47909.0,53231,55095.0,1864.0,Low Risk,2138.0
ATM_0047,62792.0,25720,72211.0,46491.0,Medium Risk,430.0
ATM_0038,45086.0,52206,51849.0,0.0,Low Risk,3952.5
ATM_0024,64090.0,9787,73704.0,63917.0,High Risk,169.0
ATM_0049,57353.0,87500,65956.0,0.0,Low Risk,3952.5
ATM_0027,52457.0,57695,60326.0,2631.0,Low Risk,2088.0
ATM_0042,62692.0,0,72096.0,72096.0,High Risk,92.0
ATM_0044,39842.0,53993,45818.0,0.0,Low Risk,3952.5
ATM_0011,64836.0,3898,74562.0,70664.0,High Risk,107.0
ATM_0014,33651.0,61726,38699.0,0.0,Low Risk,3952.5
ATM_0030,40208.0,56469,46239.0,0.0,Low Risk,3952.5
ATM_0024,13673.0,40928,15725.0,0.0,Low Risk,3952.5
ATM_0024,43910.0,42289,50497.0,8208.0,Low Risk,1827.0
ATM_0007,70256.0,15067,80794.0,65727.0,High Risk,150.0
ATM_0036,53544.0,46409,61576.0,15167.0,Low Risk,1455.0
ATM_0031,40443.0,66646,46509.0,0.0,Low Risk,3952.5
ATM_0023,60082.0,45300,69094.0,23794.0,Medium Risk,1096.0
ATM_0023,34458.0,56172,39627.0,0.0,Low Risk,3952.5
ATM_0050,62801.0,6257,72221.0,65964.0,High Risk,148.0
ATM_0003,44528.0,69525,51208.0,0.0,Low Risk,3952.5
ATM_0006,-221.0,118031,-254.0,0.0,Low Risk,3952.5
ATM_0034,44219.0,79137,50851.0,0.0,Low Risk,3952.5
ATM_0024,30924.0,71841,35563.0,0.0,Low Risk,3952.5
ATM_0014,31602.0,108513,36343.0,0.0,Low Risk,3952.5
ATM_0001,42179.0,54354,48506.0,0.0,Low Risk,3952.5
ATM_0007,69221.0,64920,89987.0,25067.0,Medium Risk,1032.0
ATM_0018,27065.0,68864,31125.0,0.0,Low Risk,3952.5
ATM_0050,48086.0,21482,62512.0,41030.0,Medium Risk,548.0
ATM_0009,74800.0,29634,86020.0,56386.0,High Risk,273.0
ATM_0027,37233.0,81132,42818.0,0.0,Low Risk,3952.5
ATM_0006,39541.0,34825,45473.0,10648.0,Low Risk,1703.0
ATM_0042,57558.0,8707,66191.0,57484.0,High Risk,255.0
ATM_0025,50363.0,74389,57917.0,0.0,Low Risk,3952.5
ATM_0006,30142.0,77610,37677.0,0.0,Low Risk,3952.5
ATM_0006,55087.0,11186,63350.0,52164.0,High Risk,331.0
ATM_0022,35367.0,78409,45977.0,0.0,Low Risk,3952.5
ATM_0045,24804.0,90860,28524.0,0.0,Low Risk,3952.5
ATM_0010,43846.0,47394,50423.0,3029.0,Low Risk,2074.0
ATM_0024,62447.0,44970,71814.0,26844.0,Medium Risk,977.0
ATM_0028,54349.0,30381,62501.0,32120.0,Medium Risk,809.0
ATM_0026,33039.0,69359,37995.0,0.0,Low Risk,3952.5
ATM_0017,50839.0,72404,58465.0,0.0,Low Risk,3952.5
ATM_0049,54342.0,85488,62493.0,0.0,Low Risk,3952.5
ATM_0031,24627.0,120700,28321.0,0.0,Low Risk,3952.5
ATM_0036,44158.0,45953,50781.0,4828.0,Low Risk,1987.0
ATM_0043,55196.0,50942,63475.0,12533.0,Low Risk,1613.0
ATM_0021,26097.0,72522,30011.0,0.0,Low Risk,3952.5
ATM_0009,26450.0,73832,30417.0,0.0,Low Risk,3952.5
ATM_0013,46578.0,57502,53565.0,0.0,Low Risk,3952.5
ATM_0013,54197.0,66376,62326.0,0.0,Low Risk,3952.5
ATM_0020,43787.0,37538,50355.0,12817.0,Low Risk,1601.0
ATM_0027,33931.0,52764,39021.0,0.0,Low Risk,3952.5
ATM_0012,61283.0,47673,70476.0,22803.0,Medium Risk,1144.0
ATM_0028,51931.0,30853,59720.0,28867.0,Medium Risk,909.0
ATM_0007,33890.0,36773,44058.0,7285.0,Low Risk,1869.0
ATM_0048,23145.0,87247,26617.0,0.0,Low Risk,3952.5
ATM_0019,12859.0,87962,14788.0,0.0,Low Risk,3952.5
ATM_0013,53968.0,79983,70159.0,0.0,Low Risk,3952.5
ATM_0042,45508.0,83082,59160.0,0.0,Low Risk,3952.5
ATM_0019,45680.0,57148,52532.0,0.0,Low Risk,3952.5
ATM_0016,19158.0,91308,22032.0,0.0,Low Risk,3952.5
ATM_0034,39920.0,45236,45908.0,672.0,Low Risk,2206.0
ATM_0036,26151.0,77266,30074.0,0.0,Low Risk,3952.5
ATM_0028,58929.0,50775,67768.0,16993.0,Low Risk,1373.0
ATM_0011,42260.0,72939,48599.0,0.0,Low Risk,3952.5
ATM_0008,55571.0,82810,63907.0,0.0,Low Risk,3952.5
ATM_0014,35089.0,69249,40353.0,0.0,Low Risk,3952.5
ATM_0040,41357.0,72089,47561.0,0.0,Low Risk,3952.5
ATM_0041,49933.0,61665,57423.0,0.0,Low Risk,3952.5
ATM_0013,40484.0,55731,46556.0,0.0,Low Risk,3952.5
ATM_0006,47508.0,59994,54635.0,0.0,Low Risk,3952.5
ATM_0039,61756.0,14993,71019.0,56026.0,High Risk,278.0
ATM_0005,32486.0,74967,37359.0,0.0,Low Risk,3952.5
ATM_0027,31286.0,70125,35979.0,0.0,Low Risk,3952.5
ATM_0021,40839.0,74873,46965.0,0.0,Low Risk,3952.5
ATM_0043,17534.0,115069,22794.0,0.0,Low Risk,3952.5
ATM_0040,35344.0,34717,40646.0,5929.0,Low Risk,1929.0
ATM_0013,57378.0,43312,65985.0,22673.0,Medium Risk,1150.0
ATM_0024,43267.0,78631,49757.0,0.0,Low Risk,3952.5
ATM_0047,42501.0,63091,48876.0,0.0,Low Risk,3952.5
ATM_0023,17224.0,67173,19808.0,0.0,Low Risk,3952.5
ATM_0033,31038.0,41022,35694.0,0.0,Low Risk,3952.5
ATM_0007,51921.0,66756,59709.0,0.0,Low Risk,3952.5
ATM_0029,56412.0,70680,64873.0,0.0,Low Risk,3952.5
ATM_0013,42643.0,78933,49039.0,0.0,Low Risk,3952.5
ATM_0011,26234.0,65107,30169.0,0.0,Low Risk,3952.5
ATM_0002,26465.0,51281,30435.0,0.0,Low Risk,3952.5
ATM_0016,39318.0,54581,45216.0,0.0,Low Risk,3952.5
ATM_0001,56299.0,69985,64744.0,0.0,Low Risk,3952.5
ATM_0036,35102.0,25170,40367.0,15197.0,Low Risk,1454.0
ATM_0036,45864.0,61851,52743.0,0.0,Low Risk,3952.5
ATM_0049,34967.0,60064,40212.0,0.0,Low Risk,3952.5
ATM_0032,31913.0,86836,36700.0,0.0,Low Risk,3952.5
ATM_0039,47215.0,48041,59018.0,10977.0,Low Risk,1690.0
ATM_0042,44230.0,99884,50864.0,0.0,Low Risk,3952.5
ATM_0035,67512.0,49792,77639.0,27847.0,Medium Risk,938.0
ATM_0007,43527.0,44017,50057.0,6040.0,Low Risk,1925.0
ATM_0006,59913.0,50196,68900.0,18704.0,Low Risk,1289.0
ATM_0045,28895.0,70939,33229.0,0.0,Low Risk,3952.5
ATM_0015,63004.0,40819,72454.0,31635.0,Medium Risk,818.0
ATM_0047,45226.0,50243,52010.0,1767.0,Low Risk,2143.0
ATM_0001,58897.0,45930,67732.0,21802.0,Medium Risk,1181.0
ATM_0004,37459.0,22045,43078.0,21033.0,Medium Risk,1208.0
ATM_0045,51727.0,66550,59486.0,0.0,Low Risk,3952.5
ATM_0010,62332.0,20206,71682.0,51476.0,High Risk,345.0
ATM_0031,40839.0,33943,46965.0,13022.0,Low Risk,1593.0
ATM_0006,20604.0,83571,23695.0,0.0,Low Risk,3952.5
ATM_0042,30731.0,96796,39951.0,0.0,Low Risk,3952.5
ATM_0001,54360.0,14302,62514.0,48212.0,Medium Risk,399.0
ATM_0007,41414.0,82782,47626.0,0.0,Low Risk,3952.5
ATM_0046,36067.0,95229,41478.0,0.0,Low Risk,3952.5
ATM_0024,10095.0,80901,11609.0,0.0,Low Risk,3952.5
ATM_0005,16205.0,100724,18635.0,0.0,Low Risk,3952.5
ATM_0030,55478.0,25162,63800.0,38638.0,Medium Risk,596.0
ATM_0018,53434.0,53106,61449.0,8343.0,Low Risk,1817.0
ATM_0036,31301.0,99761,35996.0,0.0,Low Risk,3952.5
ATM_0028,29898.0,79978,34383.0,0.0,Low Risk,3952.5
ATM_0004,52768.0,54587,60683.0,6096.0,Low Risk,1922.0
ATM_0012,33389.0,68114,38398.0,0.0,Low Risk,3952.5
ATM_0044,31993.0,100258,36792.0,0.0,Low Risk,3952.5
ATM_0037,31745.0,77515,36507.0,0.0,Low Risk,3952.5
ATM_0040,32728.0,122825,37637.0,0.0,Low Risk,3952.5
ATM_0045,51579.0,62681,59316.0,0.0,Low Risk,3952.5
ATM_0041,62583.0,58946,71971.0,13025.0,Low Risk,1592.0
ATM_0020,57120.0,36713,65688.0,28975.0,Medium Risk,902.0
ATM_0012,18585.0,82620,24160.0,0.0,Low Risk,3952.5
ATM_0022,49486.0,91408,56909.0,0.0,Low Risk,3952.5
ATM_0049,60910.0,40254,70047.0,29793.0,Medium Risk,870.0
ATM_0031,44669.0,17642,51370.0,33728.0,Medium Risk,759.0
ATM_0034,62177.0,26667,71504.0,44837.0,Medium Risk,467.0
ATM_0048,56422.0,35228,64886.0,29658.0,Medium Risk,875.0
ATM_0032,61462.0,45440,70682.0,25242.0,Medium Risk,1027.0
ATM_0046,39450.0,0,45368.0,45368.0,Medium Risk,455.0
ATM_0027,53899.0,43678,61983.0,18305.0,Low Risk,1309.0
ATM_0048,67313.0,45226,77410.0,32184.0,Medium Risk,807.0
ATM_0025,50363.0,80730,57917.0,0.0,Low Risk,3952.5
ATM_0012,36412.0,39381,41874.0,2493.0,Low Risk,2099.0
ATM_0020,45623.0,75417,52466.0,0.0,Low Risk,3952.5
ATM_0008,35919.0,66897,46695.0,0.0,Low Risk,3952.5
ATM_0008,35014.0,73167,40266.0,0.0,Low Risk,3952.5
ATM_0019,23409.0,85425,26921.0,0.0,Low Risk,3952.5
ATM_0001,26915.0,70612,30952.0,0.0,Low Risk,3952.5
ATM_0032,22362.0,79612,25717.0,0.0,Low Risk,3952.5
ATM_0017,29635.0,78656,34081.0,0.0,Low Risk,3952.5
ATM_0046,46342.0,55517,53293.0,0.0,Low Risk,3952.5
ATM_0015,81834.0,26145,94109.0,67964.0,High Risk,123.0
ATM_0026,54485.0,59605,62658.0,3053.0,Low Risk,2069.0
ATM_0028,62826.0,54777,72250.0,17473.0,Low Risk,1350.0
ATM_0009,60879.0,28674,70011.0,41337.0,Medium Risk,541.0
ATM_0041,19199.0,57783,22079.0,0.0,Low Risk,3952.5
ATM_0009,26862.0,86487,30891.0,0.0,Low Risk,3952.5
ATM_0023,95287.0,26273,123873.0,97600.0,High Risk,7.0
ATM_0036,61817.0,49932,71089.0,21157.0,Medium Risk,1204.0
ATM_0038,62559.0,34749,71943.0,37194.0,Medium Risk,633.0
ATM_0049,27312.0,126777,31409.0,0.0,Low Risk,3952.5
ATM_0030,46348.0,54061,53300.0,0.0,Low Risk,3952.5
ATM_0039,63496.0,29453,73021.0,43568.0,Medium Risk,487.0
ATM_0008,22974.0,81394,26420.0,0.0,Low Risk,3952.5
ATM_0015,17211.0,87363,19792.0,0.0,Low Risk,3952.5
ATM_0040,43003.0,94981,49453.0,0.0,Low Risk,3952.5
ATM_0008,12918.0,81651,14856.0,0.0,Low Risk,3952.5
ATM_0033,44992.0,55229,58489.0,3260.0,Low Risk,2064.0
ATM_0031,47930.0,59692,55120.0,0.0,Low Risk,3952.5
ATM_0040,42780.0,63600,49197.0,0.0,Low Risk,3952.5
ATM_0048,23108.0,75049,26575.0,0.0,Low Risk,3952.5
ATM_0031,61691.0,43538,80198.0,36660.0,Medium Risk,651.0
ATM_0043,34343.0,60810,39495.0,0.0,Low Risk,3952.5
ATM_0027,29129.0,60708,33499.0,0.0,Low Risk,3952.5
ATM_0025,37099.0,77527,42663.0,0.0,Low Risk,3952.5
ATM_0023,30594.0,46613,35183.0,0.0,Low Risk,3952.5
ATM_0033,28683.0,86516,37287.0,0.0,Low Risk,3952.5
ATM_0005,39084.0,78999,44946.0,0.0,Low Risk,3952.5
ATM_0046,55613.0,93532,72297.0,0.0,Low Risk,3952.5
ATM_0031,86545.0,4015,99527.0,95512.0,High Risk,8.0
ATM_0045,52676.0,43717,60577.0,16860.0,Low Risk,1376.0
ATM_0003,47767.0,83666,59709.0,0.0,Low Risk,3952.5
ATM_0044,24535.0,106861,31896.0,0.0,Low Risk,3952.5
ATM_0012,15954.0,112894,18347.0,0.0,Low Risk,3952.5
ATM_0003,45545.0,45394,52376.0,6982.0,Low Risk,1879.0
ATM_0021,52325.0,70550,60174.0,0.0,Low Risk,3952.5
ATM_0017,38342.0,80594,44094.0,0.0,Low Risk,3952.5
ATM_0034,36655.0,59135,42153.0,0.0,Low Risk,3952.5
ATM_0003,42687.0,49448,49090.0,0.0,Low Risk,3952.5
ATM_0012,29951.0,98887,34444.0,0.0,Low Risk,3952.5
ATM_0023,71379.0,61935,89224.0,27289.0,Medium Risk,963.0
ATM_0037,27371.0,80577,31477.0,0.0,Low Risk,3952.5
ATM_0015,21050.0,108599,24207.0,0.0,Low Risk,3952.5
ATM_0025,597.0,135281,687.0,0.0,Low Risk,3952.5
ATM_0005,51177.0,65947,66530.0,583.0,Low Risk,2214.0
ATM_0040,55779.0,66729,64146.0,0.0,Low Risk,3952.5
ATM_0002,47927.0,72347,55116.0,0.0,Low Risk,3952.5
ATM_0009,43707.0,84147,50263.0,0.0,Low Risk,3952.5
ATM_0040,80854.0,21355,105110.0,83755.0,High Risk,29.0
ATM_0048,27520.0,64195,31648.0,0.0,Low Risk,3952.5
ATM_0047,37236.0,87537,42822.0,0.0,Low Risk,3952.5
ATM_0023,34843.0,68866,40069.0,0.0,Low Risk,3952.5
ATM_0004,50474.0,64707,58046.0,0.0,Low Risk,3952.5
ATM_0044,30834.0,69955,35459.0,0.0,Low Risk,3952.5
ATM_0009,70382.0,16035,80940.0,64905.0,High Risk,158.0
ATM_0040,44761.0,82215,51475.0,0.0,Low Risk,3952.5
ATM_0015,43905.0,101024,50491.0,0.0,Low Risk,3952.5
ATM_0047,50669.0,83978,58270.0,0.0,Low Risk,3952.5
ATM_0019,74904.0,42266,86140.0,43874.0,Medium Risk,481.0
ATM_0009,38034.0,59708,43740.0,0.0,Low Risk,3952.5
ATM_0017,58223.0,42851,66957.0,24106.0,Medium Risk,1082.0
ATM_0029,39905.0,109711,49881.0,0.0,Low Risk,3952.5
ATM_0016,64132.0,17259,73752.0,56493.0,High Risk,269.0
ATM_0023,25184.0,44926,28962.0,0.0,Low Risk,3952.5
ATM_0015,46000.0,86721,52900.0,0.0,Low Risk,3952.5
ATM_0016,37238.0,43765,48409.0,4644.0,Low Risk,1994.0
ATM_0003,21738.0,76377,24999.0,0.0,Low Risk,3952.5
ATM_0018,54094.0,37063,62208.0,25145.0,Medium Risk,1030.0
ATM_0029,35753.0,41649,41116.0,0.0,Low Risk,3952.5
ATM_0004,33595.0,71982,38635.0,0.0,Low Risk,3952.5
ATM_0039,37513.0,45407,43140.0,0.0,Low Risk,3952.5
ATM_0047,15651.0,69895,17998.0,0.0,Low Risk,3952.5
ATM_0036,43821.0,51567,50395.0,0.0,Low Risk,3952.5
ATM_0025,43597.0,23853,56676.0,32823.0,Medium Risk,787.0
ATM_0018,43051.0,86169,49509.0,0.0,Low Risk,3952.5
ATM_0040,31969.0,42645,36764.0,0.0,Low Risk,3952.5
ATM_0020,45102.0,48254,51867.0,3613.0,Low Risk,2041.0
ATM_0002,22939.0,77917,26380.0,0.0,Low Risk,3952.5
ATM_0041,34185.0,120286,39313.0,0.0,Low Risk,3952.5
ATM_0040,56240.0,57220,64675.0,7455.0,Low Risk,1859.0
ATM_0017,52539.0,33923,60420.0,26497.0,Medium Risk,985.0
ATM_0042,33019.0,66690,37972.0,0.0,Low Risk,3952.5
ATM_0033,59417.0,4260,68329.0,64069.0,High Risk,167.0
ATM_0046,30497.0,52250,35072.0,0.0,Low Risk,3952.5
ATM_0046,43537.0,37012,50068.0,13056.0,Low Risk,1588.0
ATM_0033,34095.0,87009,39209.0,0.0,Low Risk,3952.5
ATM_0027,29054.0,84532,33412.0,0.0,Low Risk,3952.5
ATM_0024,40392.0,34339,46451.0,12112.0,Low Risk,1630.0
ATM_0002,47093.0,60677,54157.0,0.0,Low Risk,3952.5
ATM_0002,35808.0,36850,41179.0,4329.0,Low Risk,2010.5
ATM_0025,32569.0,103407,37455.0,0.0,Low Risk,3952.5
ATM_0015,51201.0,40181,58881.0,18700.0,Low Risk,1290.0
ATM_0031,19087.0,62989,21950.0,0.0,Low Risk,3952.5
ATM_0022,36556.0,82330,42039.0,0.0,Low Risk,3952.5
ATM_0016,35602.0,83513,40942.0,0.0,Low Risk,3952.5
ATM_0042,31162.0,59862,35836.0,0.0,Low Risk,3952.5
ATM_0009,63094.0,61112,72558.0,11446.0,Low Risk,1665.0
ATM_0017,55570.0,0,63905.0,63905.0,High Risk,171.0
ATM_0033,47349.0,29286,54451.0,25165.0,Medium Risk,1029.0
ATM_0011,49469.0,66578,56889.0,0.0,Low Risk,3952.5
ATM_0007,35258.0,86653,40546.0,0.0,Low Risk,3952.5
ATM_0009,75805.0,0,87175.0,87175.0,High Risk,18.0
ATM_0036,63698.0,30522,73253.0,42731.0,Medium Risk,508.0
ATM_0039,58059.0,21463,66768.0,45305.0,Medium Risk,458.0
ATM_0027,50816.0,31351,58439.0,27088.0,Medium Risk,969.0
ATM_0009,33389.0,98508,38397.0,0.0,Low Risk,3952.5
ATM_0042,18167.0,101789,20892.0,0.0,Low Risk,3952.5
ATM_0015,58495.0,35133,67269.0,32136.0,Medium Risk,808.0
ATM_0021,82614.0,0,107398.0,107398.0,High Risk,3.0
ATM_0047,55479.0,66381,63801.0,0.0,Low Risk,3952.5
ATM_0023,27419.0,75662,31531.0,0.0,Low Risk,3952.5
ATM_0015,41955.0,55198,54541.0,0.0,Low Risk,3952.5
ATM_0043,9986.0,110661,11484.0,0.0,Low Risk,3952.5
ATM_0039,40481.0,23254,46553.0,23299.0,Medium Risk,1123.0
ATM_0014,22992.0,85568,26441.0,0.0,Low Risk,3952.5
ATM_0008,33383.0,72587,41729.0,0.0,Low Risk,3952.5
ATM_0006,45743.0,44123,59466.0,15343.0,Low Risk,1446.0
ATM_0015,16544.0,76796,19025.0,0.0,Low Risk,3952.5
ATM_0041,26909.0,93757,30946.0,0.0,Low Risk,3952.5
ATM_0007,30473.0,72309,38091.0,0.0,Low Risk,3952.5
ATM_0041,67110.0,53249,77176.0,23927.0,Medium Risk,1089.0
ATM_0013,39689.0,58204,45642.0,0.0,Low Risk,3952.5
ATM_0032,72222.0,51800,83055.0,31255.0,Medium Risk,829.0
ATM_0047,35305.0,97048,40601.0,0.0,Low Risk,3952.5
ATM_0012,32146.0,87318,36967.0,0.0,Low Risk,3952.5
ATM_0023,13770.0,78097,15835.0,0.0,Low Risk,3952.5
ATM_0032,37611.0,48166,43253.0,0.0,Low Risk,3952.5
ATM_0007,36695.0,50513,42200.0,0.0,Low Risk,3952.5
ATM_0016,28856.0,109260,33185.0,0.0,Low Risk,3952.5
ATM_0008,40907.0,62314,47043.0,0.0,Low Risk,3952.5
ATM_0039,40564.0,76873,46649.0,0.0,Low Risk,3952.5
ATM_0004,33249.0,70765,38237.0,0.0,Low Risk,3952.5
ATM_0029,38084.0,48881,49509.0,628.0,Low Risk,2209.0
ATM_0047,36642.0,78904,42138.0,0.0,Low Risk,3952.5
ATM_0037,68377.0,58291,88890.0,30599.0,Medium Risk,848.0
ATM_0039,44936.0,45113,51676.0,6563.0,Low Risk,1897.0
ATM_0022,38662.0,53553,44461.0,0.0,Low Risk,3952.5
ATM_0013,49795.0,85913,57265.0,0.0,Low Risk,3952.5
ATM_0022,44473.0,8893,51144.0,42251.0,Medium Risk,521.0
ATM_0002,40371.0,34445,46426.0,11981.0,Low Risk,1638.0
ATM_0011,29061.0,80558,33421.0,0.0,Low Risk,3952.5
ATM_0018,49936.0,83459,57426.0,0.0,Low Risk,3952.5
ATM_0005,47124.0,54080,54193.0,113.0,Low Risk,2239.0
ATM_0048,26533.0,95544,30513.0,0.0,Low Risk,3952.5
ATM_0028,44182.0,81939,50809.0,0.0,Low Risk,3952.5
ATM_0017,70041.0,70756,80547.0,9791.0,Low Risk,1751.0
ATM_0027,17058.0,104985,19616.0,0.0,Low Risk,3952.5
ATM_0002,32246.0,68853,37083.0,0.0,Low Risk,3952.5
ATM_0015,42106.0,78916,48422.0,0.0,Low Risk,3952.5
ATM_0031,51283.0,67245,58976.0,0.0,Low Risk,3952.5
ATM_0036,30925.0,68179,35564.0,0.0,Low Risk,3952.5
ATM_0026,37703.0,68227,43359.0,0.0,Low Risk,3952.5
ATM_0050,48499.0,81085,55774.0,0.0,Low Risk,3952.5
ATM_0003,49036.0,66229,56392.0,0.0,Low Risk,3952.5
ATM_0032,89764.0,27156,116693.0,89537.0,High Risk,14.0
ATM_0030,31050.0,48135,35707.0,0.0,Low Risk,3952.5
ATM_0028,55969.0,76485,64364.0,0.0,Low Risk,3952.5
ATM_0034,53184.0,67373,61162.0,0.0,Low Risk,3952.5
ATM_0028,40886.0,48354,47019.0,0.0,Low Risk,3952.5
ATM_0001,41546.0,76465,54009.0,0.0,Low Risk,3952.5
ATM_0021,25670.0,52775,29521.0,0.0,Low Risk,3952.5
ATM_0034,45198.0,102917,58757.0,0.0,Low Risk,3952.5
ATM_0039,20622.0,62265,23716.0,0.0,Low Risk,3952.5
ATM_0047,65152.0,33881,74925.0,41044.0,Medium Risk,546.0
ATM_0021,31886.0,95187,36668.0,0.0,Low Risk,3952.5
ATM_0045,82438.0,58062,94804.0,36742.0,Medium Risk,649.0
ATM_0004,34787.0,52425,40005.0,0.0,Low Risk,3952.5
ATM_0036,48567.0,67634,63137.0,0.0,Low Risk,3952.5
ATM_0028,53163.0,73937,61138.0,0.0,Low Risk,3952.5
ATM_0036,38567.0,54614,44352.0,0.0,Low Risk,3952.5
ATM_0014,28577.0,77857,32863.0,0.0,Low Risk,3952.5
ATM_0038,34664.0,75617,39864.0,0.0,Low Risk,3952.5
ATM_0040,60809.0,76397,69931.0,0.0,Low Risk,3952.5
ATM_0006,42506.0,44324,48882.0,4558.0,Low Risk,2000.0
ATM_0005,41702.0,98966,47957.0,0.0,Low Risk,3952.5
ATM_0031,44817.0,55973,56021.0,48.0,Low Risk,2242.0
ATM_0026,35687.0,67461,41040.0,0.0,Low Risk,3952.5
ATM_0006,36238.0,74149,47110.0,0.0,Low Risk,3952.5
ATM_0010,56298.0,51364,64743.0,13379.0,Low Risk,1567.0
ATM_0008,6780.0,120018,7797.0,0.0,Low Risk,3952.5
ATM_0050,53165.0,56712,61140.0,4428.0,Low Risk,2006.0
ATM_0024,39000.0,64530,44850.0,0.0,Low Risk,3952.5
ATM_0038,43284.0,73425,56270.0,0.0,Low Risk,3952.5
ATM_0001,16313.0,82117,18759.0,0.0,Low Risk,3952.5
ATM_0003,53152.0,43960,61125.0,17165.0,Low Risk,1363.0
ATM_0031,70924.0,29721,81563.0,51842.0,High Risk,339.0
ATM_0024,41218.0,81751,47401.0,0.0,Low Risk,3952.5
ATM_0027,38363.0,113671,44118.0,0.0,Low Risk,3952.5
ATM_0007,53812.0,81653,61884.0,0.0,Low Risk,3952.5
ATM_0044,33343.0,74168,38345.0,0.0,Low Risk,3952.5
ATM_0001,39933.0,42882,45923.0,3041.0,Low Risk,2070.0
ATM_0013,47403.0,41716,54514.0,12798.0,Low Risk,1602.0
ATM_0018,48746.0,58941,56058.0,0.0,Low Risk,3952.5
ATM_0018,55112.0,20318,63378.0,43060.0,Medium Risk,502.0
ATM_0030,32576.0,94834,37462.0,0.0,Low Risk,3952.5
ATM_0021,65122.0,45386,74890.0,29504.0,Medium Risk,880.0
ATM_0024,26850.0,61918,30877.0,0.0,Low Risk,3952.5
ATM_0049,54835.0,2307,63060.0,60753.0,High Risk,205.0
ATM_0018,37961.0,42039,43655.0,1616.0,Low Risk,2151.0
ATM_0013,52205.0,66473,60036.0,0.0,Low Risk,3952.5
ATM_0032,24737.0,80481,28447.0,0.0,Low Risk,3952.5
ATM_0044,47778.0,49875,54945.0,5070.0,Low Risk,1969.0
ATM_0028,54121.0,65001,62240.0,0.0,Low Risk,3952.5
ATM_0033,36913.0,60133,42450.0,0.0,Low Risk,3952.5
ATM_0034,54827.0,16491,63051.0,46560.0,Medium Risk,427.0
ATM_0037,13875.0,106897,15957.0,0.0,Low Risk,3952.5
ATM_0011,39666.0,68220,45615.0,0.0,Low Risk,3952.5
ATM_0023,48736.0,63957,56047.0,0.0,Low Risk,3952.5
ATM_0040,40403.0,79735,46463.0,0.0,Low Risk,3952.5
ATM_0047,45238.0,87495,52023.0,0.0,Low Risk,3952.5
