ATM_ID,Date,Total_Withdrawals,Total_Deposits,Holiday_Flag,Special_Event_Flag,Previous_Day_Cash_Level,Nearby_Competitor_ATMs,Cash_Demand_Next_Day,Year,Month,Day,Quarter,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday,Time_of_Day_Evening,Time_of_Day_Morning,Time_of_Day_Night,Location_Type_Gas Station,Location_Type_Mall,Location_Type_Standalone,Location_Type_Supermarket,Weather_Condition_Cloudy,Weather_Condition_Rainy,Weather_Condition_Snowy,Predicted_Demand,Safety_Buffer_Percentage,Current_Cash_Level,Cash_Shortage,Safety_Buffer_Amount,Required_Cash,Recommended_Refill,Risk_Level,Priority_Rank
ATM_0005,2023-11-05,36740,10662,0,0,92370,1,22418,2023,11,5,4,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,28724.0,0.15,66292,0,4309.0,33033.0,0.0,Low Risk,3952.5
ATM_0027,2022-11-05,30192,9214,0,0,75796,2,23674,2022,11,5,4,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,24156.0,0.15,54818,0,3623.0,27780.0,0.0,Low Risk,3952.5
ATM_0007,2023-09-07,64462,8472,0,0,65416,2,47098,2023,9,7,3,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,58242.0,0.15,9426,0,8736.0,66979.0,57553.0,High Risk,254.0
ATM_0012,2023-10-13,79293,12084,0,0,123342,4,80801,2023,10,13,4,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,69964.0,0.15,56133,0,10495.0,80458.0,24325.0,Medium Risk,1070.0
ATM_0038,2023-04-05,66244,4618,0,0,86524,4,62847,2023,4,5,2,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,62833.0,0.15,24898,0,9425.0,72258.0,47360.0,Medium Risk,409.0
ATM_0038,2023-12-23,64363,2845,0,0,90468,2,53299,2023,12,23,4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,61755.0,0.15,28950,0,9263.0,71019.0,42069.0,Medium Risk,527.0
ATM_0016,2023-03-15,41716,4514,0,0,145838,2,41151,2023,3,15,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,37932.0,0.15,108636,0,5690.0,43622.0,0.0,Low Risk,3952.5
ATM_0032,2022-10-31,78011,8002,0,0,102583,1,58264,2022,10,31,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,71892.0,0.15,32574,0,10784.0,82675.0,50101.0,High Risk,362.0
ATM_0047,2023-09-05,64757,10629,0,0,90468,5,52565,2023,9,5,3,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,56885.0,0.15,36340,0,8533.0,65418.0,29078.0,Medium Risk,898.0
ATM_0049,2022-02-10,30431,10061,0,0,76066,5,26851,2022,2,10,1,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,22730.0,0.15,55696,0,3410.0,26140.0,0.0,Low Risk,3952.5
ATM_0022,2022-12-17,67989,9838,0,0,98258,5,52127,2022,12,17,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,60820.0,0.15,40107,0,9123.0,69943.0,29836.0,Medium Risk,865.0
ATM_0045,2022-08-16,78198,2869,0,0,107877,5,68389,2022,8,16,3,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,75842.0,0.15,32548,0,11376.0,87219.0,54671.0,High Risk,297.0
ATM_0001,2022-03-08,54368,8182,0,1,96319,5,63865,2022,3,8,1,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,55525.0,0.3,50133,0,16657.0,72182.0,22049.0,Medium Risk,1175.0
ATM_0010,2022-07-29,12682,6842,0,0,101050,1,5899,2022,7,29,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,7889.0,0.15,95210,0,1183.0,9073.0,0.0,Low Risk,3952.5
ATM_0033,2022-03-22,38660,11802,0,0,95669,1,30843,2022,3,22,1,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,29321.0,0.15,68811,0,4398.0,33719.0,0.0,Low Risk,3952.5
ATM_0028,2022-06-30,35911,6975,0,0,109955,5,34363,2022,6,30,2,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,30294.0,0.15,81019,0,4544.0,34838.0,0.0,Low Risk,3952.5
ATM_0013,2022-10-06,24586,15033,0,1,88606,3,19766,2022,10,6,4,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,21114.0,0.3,79053,0,6334.0,27448.0,0.0,Low Risk,3952.5
ATM_0025,2022-06-21,44632,8068,0,0,55894,1,35575,2022,6,21,2,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,38425.0,0.15,19330,0,5764.0,44189.0,24859.0,Medium Risk,1042.0
ATM_0031,2022-01-21,34948,8343,0,0,128328,4,35650,2022,1,21,1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,28290.0,0.15,101723,0,4243.0,32533.0,0.0,Low Risk,3952.5
ATM_0035,2022-06-06,61598,6998,0,0,102793,3,65947,2022,6,6,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,56847.0,0.15,48193,0,8527.0,65374.0,17181.0,Low Risk,1362.0
ATM_0019,2023-01-20,64507,12469,0,0,92753,1,45778,2023,1,20,1,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,56036.0,0.15,40715,0,8405.0,64441.0,23726.0,Medium Risk,1098.0
ATM_0010,2022-07-14,61127,7983,0,0,101690,3,51500,2022,7,14,3,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,55325.0,0.15,48546,0,8299.0,63624.0,15078.0,Low Risk,1457.0
ATM_0026,2023-03-02,63653,9082,0,0,75816,5,66410,2023,3,2,1,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,57043.0,0.15,21245,0,8557.0,65600.0,44355.0,Medium Risk,473.0
ATM_0038,2022-03-14,50851,14599,0,1,120378,3,42916,2022,3,14,1,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,47495.0,0.3,84126,0,14248.0,61743.0,0.0,Low Risk,3952.5
ATM_0037,2022-06-16,34397,13494,0,1,128976,4,35498,2022,6,16,2,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,31016.0,0.3,108073,0,9305.0,40321.0,0.0,Low Risk,3952.5
ATM_0046,2023-05-16,45273,12527,0,0,108724,5,40381,2023,5,16,2,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,36195.0,0.15,75978,0,5429.0,41624.0,0.0,Low Risk,3952.5
ATM_0016,2022-09-06,36062,4329,0,1,93064,5,35721,2022,9,6,3,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,40509.0,0.3,61331,0,12153.0,52662.0,0.0,Low Risk,3952.5
ATM_0046,2023-11-24,41213,14794,0,0,122553,5,20327,2023,11,24,4,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,29666.0,0.15,96134,0,4450.0,34116.0,0.0,Low Risk,3952.5
ATM_0010,2022-09-18,20789,14892,0,0,83789,0,14656,2022,9,18,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,9710.0,0.15,77892,0,1457.0,11167.0,0.0,Low Risk,3952.5
ATM_0008,2022-04-05,62854,9074,0,0,124242,4,60749,2022,4,5,2,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,55267.0,0.15,70462,0,8290.0,63558.0,0.0,Low Risk,3952.5
ATM_0013,2023-03-10,66519,13581,0,0,146493,4,52495,2023,3,10,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,56189.0,0.15,93555,0,8428.0,64617.0,0.0,Low Risk,3952.5
ATM_0035,2023-11-06,42065,16167,0,0,99846,5,35733,2023,11,6,4,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,30020.0,0.15,73948,0,4503.0,34523.0,0.0,Low Risk,3952.5
ATM_0006,2022-04-22,42626,2936,0,0,89663,5,40391,2022,4,22,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,40473.0,0.15,49973,0,6071.0,46543.0,0.0,Low Risk,3952.5
ATM_0026,2023-12-17,59285,16590,0,1,72836,0,51051,2023,12,17,4,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,55523.0,0.3,30141,0,16657.0,72180.0,42039.0,Medium Risk,528.0
ATM_0007,2022-03-13,48281,10420,0,0,113818,5,35036,2022,3,13,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,40454.0,0.15,75957,0,6068.0,46522.0,0.0,Low Risk,3952.5
ATM_0028,2022-06-24,43327,5370,0,0,97726,1,44154,2022,6,24,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,39494.0,0.15,59769,0,5924.0,45418.0,0.0,Low Risk,3952.5
ATM_0032,2022-07-06,47845,9174,0,0,100635,1,47201,2022,7,6,3,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,40631.0,0.15,61964,0,6095.0,46725.0,0.0,Low Risk,3952.5
ATM_0013,2022-03-02,51135,4152,0,0,85580,3,47517,2022,3,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,48330.0,0.15,38597,0,7249.0,55579.0,16982.0,Low Risk,1374.0
ATM_0041,2023-10-02,29693,13672,0,0,58457,3,18351,2023,10,2,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,19051.0,0.15,42436,0,2858.0,21909.0,0.0,Low Risk,3952.5
ATM_0008,2022-10-11,46470,90,0,0,70016,3,50719,2022,10,11,4,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,46116.0,0.15,23636,0,6917.0,53034.0,29398.0,Medium Risk,886.0
ATM_0032,2023-11-20,42311,13416,0,0,127805,5,30137,2023,11,20,4,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,31901.0,0.15,98910,0,4785.0,36686.0,0.0,Low Risk,3952.5
ATM_0038,2022-02-12,76810,5895,0,0,91463,3,64758,2022,2,12,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,72039.0,0.15,20548,0,10806.0,82845.0,62297.0,High Risk,192.0
ATM_0039,2023-06-17,66783,16372,0,0,96566,4,52900,2023,6,17,2,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,54652.0,0.15,46155,0,8198.0,62850.0,16695.0,Low Risk,1384.0
ATM_0028,2022-12-11,66477,14532,0,1,101445,2,53735,2022,12,11,4,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,63670.0,0.3,49500,0,19101.0,82771.0,33271.0,Medium Risk,775.5
ATM_0043,2023-02-13,80867,2807,0,0,89696,2,88357,2023,2,13,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,79095.0,0.15,11636,0,11864.0,90959.0,79323.0,High Risk,49.0
ATM_0007,2022-01-04,48102,9878,0,0,71555,0,44020,2022,1,4,1,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,40611.0,0.15,33331,0,6092.0,46703.0,13372.0,Low Risk,1568.0
ATM_0039,2022-05-06,20872,9980,0,0,68197,4,16602,2022,5,6,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,13729.0,0.15,57305,0,2059.0,15789.0,0.0,Low Risk,3952.5
ATM_0027,2023-11-08,40030,10584,0,1,74288,0,35047,2023,11,8,4,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,40317.0,0.3,44842,0,12095.0,52413.0,7571.0,Low Risk,1853.0
ATM_0041,2023-01-04,54951,5929,0,0,92686,4,56301,2023,1,4,1,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,50355.0,0.15,43664,0,7553.0,57909.0,14245.0,Low Risk,1525.0
ATM_0032,2023-02-14,57564,9588,0,0,106129,5,56643,2023,2,14,1,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,49888.0,0.15,58153,0,7483.0,57372.0,0.0,Low Risk,3952.5
ATM_0045,2022-04-13,56592,9508,0,0,63924,4,39897,2022,4,13,2,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,49741.0,0.15,16840,0,7461.0,57202.0,40362.0,Medium Risk,558.0
ATM_0037,2023-06-01,54972,3578,0,0,129517,2,63058,2023,6,1,2,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,51498.0,0.15,78123,0,7725.0,59223.0,0.0,Low Risk,3952.5
ATM_0044,2023-07-16,57371,8854,0,0,77259,3,50082,2023,7,16,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,50682.0,0.15,28742,0,7602.0,58285.0,29543.0,Medium Risk,878.0
ATM_0043,2023-07-08,37672,7247,0,0,110193,0,35848,2023,7,8,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32056.0,0.15,79768,0,4808.0,36865.0,0.0,Low Risk,3952.5
ATM_0028,2022-01-30,70292,7667,0,1,87426,1,68588,2022,1,30,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,72349.0,0.3,24801,0,21705.0,94054.0,69253.0,High Risk,115.0
ATM_0047,2022-09-21,10728,10675,0,0,93475,0,4077,2022,9,21,3,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,3246.0,0.15,93422,0,487.0,3732.0,0.0,Low Risk,3952.5
ATM_0045,2022-12-07,57580,12639,0,0,62006,5,52620,2022,12,7,4,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,47821.0,0.15,17065,0,7173.0,54994.0,37929.0,Medium Risk,612.0
ATM_0022,2023-01-22,48076,13920,0,1,82039,1,38616,2023,1,22,1,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,45178.0,0.3,47883,0,13553.0,58731.0,10848.0,Low Risk,1697.0
ATM_0015,2022-09-23,38509,7693,0,0,54944,2,38894,2022,9,23,3,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,32339.0,0.15,24128,0,4851.0,37189.0,13061.0,Low Risk,1587.0
ATM_0048,2023-08-30,55039,4507,0,0,87617,2,49381,2023,8,30,3,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,52137.0,0.15,37085,0,7821.0,59957.0,22872.0,Medium Risk,1139.0
ATM_0025,2023-08-14,32270,14979,0,0,86034,3,17744,2023,8,14,3,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,20900.0,0.15,68743,0,3135.0,24035.0,0.0,Low Risk,3952.5
ATM_0028,2022-11-24,51862,9158,0,0,111982,0,49518,2022,11,24,4,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,45011.0,0.15,69278,0,6752.0,51763.0,0.0,Low Risk,3952.5
ATM_0026,2022-01-10,37254,7585,0,0,110613,1,24131,2022,1,10,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,31880.0,0.15,80944,0,4782.0,36662.0,0.0,Low Risk,3952.5
ATM_0032,2023-11-28,40048,10646,0,0,52385,5,34063,2023,11,28,4,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,31721.0,0.15,22983,0,4758.0,36479.0,13496.0,Low Risk,1562.0
ATM_0043,2023-12-21,65557,5447,0,0,95119,2,49836,2023,12,21,4,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,60548.0,0.15,35009,0,9082.0,69630.0,34621.0,Medium Risk,707.0
ATM_0046,2023-08-11,54420,13466,0,0,59446,0,43782,2023,8,11,3,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,44948.0,0.15,18492,0,6742.0,51690.0,33198.0,Medium Risk,777.0
ATM_0022,2022-06-06,60547,22492,0,0,95439,1,49852,2022,6,6,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,43762.0,0.15,57384,0,6564.0,50326.0,0.0,Low Risk,3952.5
ATM_0032,2023-02-06,28895,10540,0,1,81867,2,28790,2023,2,6,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,28747.0,0.3,63512,0,8624.0,37371.0,0.0,Low Risk,3952.5
ATM_0028,2023-11-26,34608,11907,0,0,119945,0,19619,2023,11,26,4,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,25962.0,0.15,97244,0,3894.0,29856.0,0.0,Low Risk,3952.5
ATM_0034,2022-10-17,67728,16136,0,0,75796,0,47202,2022,10,17,4,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,56401.0,0.15,24204,0,8460.0,64861.0,40657.0,Medium Risk,553.0
ATM_0009,2022-11-28,65980,8709,0,0,125371,4,49889,2022,11,28,4,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,59227.0,0.15,68100,0,8884.0,68112.0,12.0,Low Risk,2245.0
ATM_0009,2023-03-29,57371,3883,0,0,128492,1,56636,2023,3,29,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,54398.0,0.15,75004,0,8160.0,62558.0,0.0,Low Risk,3952.5
ATM_0048,2022-07-20,38576,8469,0,0,102908,5,31517,2022,7,20,3,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,31365.0,0.15,72801,0,4705.0,36070.0,0.0,Low Risk,3952.5
ATM_0010,2023-01-21,39444,0,0,1,106787,2,44836,2023,1,21,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,46346.0,0.3,67343,0,13904.0,60250.0,0.0,Low Risk,3952.5
ATM_0031,2022-07-03,44470,14035,0,1,122393,4,43281,2022,7,3,3,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,41767.0,0.3,91958,0,12530.0,54297.0,0.0,Low Risk,3952.5
ATM_0028,2022-06-02,54245,10097,0,0,83951,3,55882,2022,6,2,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,46785.0,0.15,39803,0,7018.0,53803.0,14000.0,Low Risk,1541.5
ATM_0032,2022-11-06,58683,12300,0,0,130808,3,36366,2022,11,6,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,49167.0,0.15,84425,0,7375.0,56542.0,0.0,Low Risk,3952.5
ATM_0042,2023-01-27,68830,6571,0,0,116405,0,70583,2023,1,27,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,63545.0,0.15,54146,0,9532.0,73077.0,18931.0,Low Risk,1280.0
ATM_0006,2022-05-05,42250,4883,0,0,105600,2,38754,2022,5,5,2,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,38465.0,0.15,68233,0,5770.0,44235.0,0.0,Low Risk,3952.5
ATM_0045,2022-04-07,9881,10412,0,0,92613,2,2708,2022,4,7,2,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,1661.0,0.15,93144,0,249.0,1910.0,0.0,Low Risk,3952.5
ATM_0037,2022-05-09,55868,12908,0,0,99675,3,36672,2022,5,9,2,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,46237.0,0.15,56715,0,6935.0,53172.0,0.0,Low Risk,3952.5
ATM_0045,2022-01-21,67352,8597,0,0,71942,0,47786,2022,1,21,1,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,61270.0,0.15,13187,0,9190.0,70460.0,57273.0,High Risk,260.5
ATM_0034,2023-08-22,48377,15560,0,1,113705,1,50102,2023,8,22,3,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,43040.0,0.3,80888,0,12912.0,55952.0,0.0,Low Risk,3952.5
ATM_0039,2023-12-13,71030,9033,0,0,129431,0,76845,2023,12,13,4,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,65076.0,0.15,67434,0,9761.0,74837.0,7403.0,Low Risk,1866.0
ATM_0003,2022-05-12,72126,9032,0,0,104367,0,56259,2022,5,12,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,65557.0,0.15,41273,0,9834.0,75390.0,34117.0,Medium Risk,732.0
ATM_0006,2022-05-08,69332,20715,0,1,90604,3,74616,2022,5,8,2,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,61883.0,0.3,41987,0,18565.0,80448.0,38461.0,Medium Risk,602.0
ATM_0043,2022-01-01,52381,15780,1,0,87830,5,40733,2022,1,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,46423.0,0.25,51229,0,11606.0,58029.0,6800.0,Low Risk,1884.0
ATM_0035,2023-04-01,34881,8560,0,0,104900,4,24940,2023,4,1,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,28437.0,0.15,78579,0,4266.0,32702.0,0.0,Low Risk,3952.5
ATM_0023,2023-09-13,73912,10517,0,0,128623,1,71557,2023,9,13,3,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,66347.0,0.15,65228,0,9952.0,76299.0,11071.0,Low Risk,1685.0
ATM_0003,2022-07-12,46099,8921,0,0,76444,1,36420,2022,7,12,3,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,39492.0,0.15,39266,0,5924.0,45415.0,6149.0,Low Risk,1918.0
ATM_0039,2023-07-20,22396,16640,0,0,89914,5,11229,2023,7,20,3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,9252.0,0.15,84158,0,1388.0,10640.0,0.0,Low Risk,3952.5
ATM_0040,2023-03-09,40882,3552,0,0,101168,5,40255,2023,3,9,1,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,37509.0,0.15,63838,0,5626.0,43136.0,0.0,Low Risk,3952.5
ATM_0011,2023-02-14,49105,1491,0,1,83805,5,57375,2023,2,14,1,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,55656.0,0.3,36191,0,16697.0,72352.0,36161.0,Medium Risk,668.0
ATM_0010,2023-07-03,52817,13408,0,0,119250,5,44992,2023,7,3,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,43465.0,0.15,79841,0,6520.0,49985.0,0.0,Low Risk,3952.5
ATM_0045,2023-10-24,61512,9991,0,0,121790,3,54351,2023,10,24,4,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,53766.0,0.15,70269,0,8065.0,61831.0,0.0,Low Risk,3952.5
ATM_0010,2022-11-20,85481,0,0,0,103853,0,83719,2022,11,20,4,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,85875.0,0.15,18372,0,12881.0,98757.0,80385.0,High Risk,45.0
ATM_0018,2022-05-08,40181,0,0,0,107470,5,44371,2022,5,8,2,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,39855.0,0.15,67289,0,5978.0,45834.0,0.0,Low Risk,3952.5
ATM_0006,2023-01-07,71831,2159,0,0,109144,2,62925,2023,1,7,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,70772.0,0.15,39472,0,10616.0,81388.0,41916.0,Medium Risk,532.0
ATM_0001,2022-04-11,44099,6187,0,0,84792,0,33879,2022,4,11,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,39436.0,0.15,46880,0,5915.0,45351.0,0.0,Low Risk,3952.5
ATM_0012,2023-06-24,44095,8014,0,0,99170,0,40911,2023,6,24,2,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,38278.0,0.15,63089,0,5742.0,44019.0,0.0,Low Risk,3952.5
ATM_0034,2022-12-24,37197,6652,1,0,80433,0,31812,2022,12,24,4,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,37500.0,0.25,49888,0,9375.0,46875.0,0.0,Low Risk,3952.5
ATM_0011,2022-11-22,76977,15531,0,0,104013,3,51332,2022,11,22,4,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,65350.0,0.15,42567,0,9803.0,75153.0,32586.0,Medium Risk,799.0
ATM_0038,2022-05-11,38758,11688,0,0,89098,5,38985,2022,5,11,2,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,30586.0,0.15,62028,0,4588.0,35174.0,0.0,Low Risk,3952.5
ATM_0009,2022-05-27,77251,3653,0,0,130723,5,88937,2022,5,27,2,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,73922.0,0.15,57125,0,11088.0,85010.0,27885.0,Medium Risk,935.0
ATM_0041,2023-01-15,62497,6848,0,0,117284,1,53894,2023,1,15,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,57570.0,0.15,61635,0,8636.0,66206.0,4571.0,Low Risk,1999.0
ATM_0029,2022-12-29,9386,6400,0,0,81518,4,5426,2022,12,29,4,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,3999.0,0.15,78532,0,600.0,4599.0,0.0,Low Risk,3952.5
ATM_0046,2022-08-23,55786,13513,0,1,104817,2,52997,2022,8,23,3,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,53539.0,0.3,62544,0,16062.0,69601.0,7057.0,Low Risk,1875.0
ATM_0006,2023-10-12,40014,14680,0,0,115538,1,22363,2023,10,12,4,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,28652.0,0.15,90204,0,4298.0,32950.0,0.0,Low Risk,3952.5
ATM_0037,2022-02-28,40205,7251,0,0,93694,0,32672,2022,2,28,1,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,34717.0,0.15,60740,0,5208.0,39925.0,0.0,Low Risk,3952.5
ATM_0028,2023-11-25,54020,10080,0,0,102866,3,40259,2023,11,25,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,45890.0,0.15,58926,0,6884.0,52774.0,0.0,Low Risk,3952.5
ATM_0001,2023-09-24,23668,6524,0,0,109462,1,13731,2023,9,24,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,19355.0,0.15,92318,0,2903.0,22258.0,0.0,Low Risk,3952.5
ATM_0048,2023-11-09,39456,8810,0,0,109328,5,27217,2023,11,9,4,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,32064.0,0.15,78682,0,4810.0,36874.0,0.0,Low Risk,3952.5
ATM_0049,2023-06-21,64955,15636,0,0,77403,4,61764,2023,6,21,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,53287.0,0.15,28084,0,7993.0,61280.0,33196.0,Medium Risk,778.0
ATM_0023,2022-02-22,37642,15955,0,0,97062,0,25561,2022,2,22,1,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,25267.0,0.15,75375,0,3790.0,29058.0,0.0,Low Risk,3952.5
ATM_0022,2023-11-27,46259,4184,0,0,91731,2,41498,2023,11,27,4,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,42637.0,0.15,49656,0,6396.0,49033.0,0.0,Low Risk,3952.5
ATM_0020,2023-05-10,50485,15362,0,0,128575,1,50936,2023,5,10,2,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,39318.0,0.15,93452,0,5898.0,45216.0,0.0,Low Risk,3952.5
ATM_0020,2023-10-21,71514,11423,0,0,60734,0,50327,2023,10,21,4,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,63028.0,0.15,643,0,9454.0,72482.0,71839.0,High Risk,93.0
ATM_0023,2022-01-07,56912,15241,0,0,98378,0,46108,2022,1,7,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,45606.0,0.15,56707,0,6841.0,52447.0,0.0,Low Risk,3952.5
ATM_0023,2022-07-10,58524,15431,0,0,106667,3,55019,2022,7,10,3,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,47506.0,0.15,63574,0,7126.0,54632.0,0.0,Low Risk,3952.5
ATM_0013,2022-03-28,12607,5962,0,0,95530,0,11445,2022,3,28,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,7901.0,0.15,88885,0,1185.0,9086.0,0.0,Low Risk,3952.5
ATM_0010,2023-11-04,34327,18919,0,0,133629,2,13307,2023,11,4,4,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,20418.0,0.15,118221,0,3063.0,23481.0,0.0,Low Risk,3952.5
